ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201301,01/01/2013,79165398,83287510,54130043,57206071,25035355,26081439,62433674,69452884,42716898,48069644,19716776,21383240,78.9,83.4,78.9,84,78.8,82,7530,7916,47817,54067,55347,61983,63139217,70280718,2825268,3012424,1155550,1172975,1019979,1051128,478056074,572376707,845608,875552,197914,199114,2878.8,2089.7,44.2,46.5,91.7,229419,250411,113.9,1.9,116.7,1.2,114.6,1.6,100.8485930060227,107.3742977994686,1.39,1.1917,1.1735,0.8669,1.4158,1.2284,1.1119,0.8898,1.1144,0.9411,1.2246
SATD201302,02/01/2013,72648062,83926929,49951094,57465431,22696968,26461498,57526656,70703101,40360485,48612055,17166171,22091046,79.2,84.2,80.8,84.6,75.6,83.5,6752,8103,45740,54688,52492,62791,58109870,71335254,2564138,2993526,1076131,1195382,955878,1067405,449136459,571580188,794385,862161,183911,207204,2567.2,2147.6,42.9,47.4,92.7,215803,249845,115.5,1.4,117.3,0.5,115.8,1.1,101.3311939190404,109.4743814846269,1.38,1.2096,1.1661,0.8834,1.4377,1.2267,1.0949,0.926,1.1453,0.9603,1.2374
SATD201303,03/01/2013,85647079,83695353,59506910,57570007,26140169,26125346,72164048,69372329,50591941,47809863,21572107,21562466,84.3,82.9,85,83,82.5,82.5,8534,8040,56565,53627,65099,61667,72764478,69784269,3043702,2930650,1201786,1182682,1008249,1020668,604193668,586872951,869933,845754,208833,207462,2521.1,2263.4,48.3,48.2,92.8,253026,248349,115.5,0.1,114.9,-2,115.1,-0.6,101.7457910422713,107.6265039029695,1.39,1.1833,1.1416,0.8741,1.3748,1.2595,1.0741,0.9272,1.207,0.9753,1.2386
SATD201304,04/01/2013,83149109,83817831,57130631,57374757,26018478,26443075,67827983,69577641,47323333,47877641,20504650,21700000,81.6,83,82.8,83.4,78.8,82.1,7754,7991,53229,53475,60983,61466,68453537,70349153,2932522,2898873,1157043,1173782,1006189,1007356,547267811,574029841,888874,865189,203070,206950,1967.5,2184.3,44.6,45.3,93.1,252064,247844,114.6,-0.8,116.3,1.2,115,-0.1,101.6404981653358,106.713927754613,1.4,1.1929,1.1293,0.8675,1.3569,1.232,1.0988,0.9249,1.1648,0.9176,1.2426
SATD201305,05/01/2013,86666443,84177900,59071106,57672714,27595337,26505186,72981718,69700868,50124879,47883540,22856839,21817328,84.2,82.8,84.9,83,82.8,82.3,8222,8042,56563,53322,64785,61364,73574534,70328316,2859231,2839941,1207745,1193615,1047938,1028819,598536892,571050395,889641,852547,214306,208222,1752.5,2120.9,45.9,45.2,94.6,263406,249071,115.7,0.9,115.7,-0.5,115.5,0.4,101.7368539883266,107.8764820373582,1.4,1.1925,1.1063,0.8821,1.3858,1.2256,1.0827,0.9305,1.131,0.9142,1.2636
SATD201306,06/01/2013,89546169,84204862,60724545,57678883,28821624,26525980,77865105,70218265,52826890,48338094,25038215,21880171,87,83.4,87,83.8,86.9,82.5,9084,8151,57991,54514,67075,62665,78467134,70799144,2870590,2900027,1177312,1193531,1041722,1031928,638602721,575734307,832523,864025,211502,208129,1742.9,2118.2,48.4,48.2,94.2,259980,249233,116.1,0.4,116.8,0.9,116.1,0.5,101.9256620935046,106.9438541669919,1.4,1.2005,1.1297,0.8821,1.39,1.2356,1.0973,0.9301,1.1296,0.9747,1.2583
SATD201307,07/01/2013,93813172,84216626,63316300,57616501,30496872,26600125,81268540,69914935,54754449,48008979,26514091,21905956,86.6,83,86.5,83.3,86.9,82.4,9908,8168,59311,53265,69219,61433,81974582,70515088,2864407,2855359,1192669,1180600,1050954,1038050,681357191,576414754,849486,858666,212025,207587,1926.3,2127.8,47.4,47,94.4,263946,247384,115.8,-0.3,116.2,-0.5,115.7,-0.3,101.5934502261783,107.1347911199073,1.4,1.1957,1.1123,0.8725,1.3982,1.2371,1.0905,0.9277,1.1347,0.9504,1.2605
SATD201308,08/01/2013,92159953,84778916,62097351,58023173,30062602,26755743,79332043,70181921,53123236,48134814,26208807,22047107,86.1,82.8,85.5,83,87.2,82.4,9611,8205,58115,53656,67726,61861,80007788,70627428,2893384,2918606,1266275,1194017,1110880,1046718,649933765,572522625,869621,864902,211301,206385,1927.4,2128.8,49.1,46.7,94.7,268061,250869,116.3,0.4,116.6,0.3,116.2,0.4,102.2005535458748,108.067864584096,1.41,1.1976,1.1369,0.8824,1.4099,1.2287,1.0984,0.9223,1.1352,0.9447,1.2644
SATD201309,09/01/2013,81546815,84509261,55225722,57809945,26321093,26699316,66575979,70016214,44654218,47996156,21921761,22020059,81.6,82.9,80.9,83,83.3,82.5,7428,8171,50766,53613,58194,61784,67203059,70555074,2784912,2831789,1204114,1184853,1074238,1057020,517765302,550837221,882012,864633,209629,208226,1767,2154.9,45.4,45,95.4,242536,249145,116.4,0,116.5,-0.1,116.1,0,102.7463301850538,107.8281351076234,1.42,1.1964,1.1031,0.8757,1.4238,1.1822,1.0981,0.9306,1.1492,0.9115,1.2738
SATD201310,10/01/2013,83998713,84860824,57851952,57888553,26146761,26972271,69054445,70054513,47859100,47982618,21195345,22071896,82.2,82.6,82.7,82.9,81.1,81.8,7453,8248,54706,53651,62159,61899,69727370,70893846,3087864,2888721,1241631,1178226,1134844,1060145,543695520,560115432,954376,864425,208421,206683,1866.8,2177,50.3,46.1,94.8,258748,249407,116.2,-0.1,116.9,0.3,116.2,0,102.6258340439364,108.0979421671107,1.43,1.2021,1.1253,0.8708,1.428,1.2021,1.0978,0.9237,1.1609,0.9334,1.265
SATD201311,11/01/2013,79452114,85122016,55462978,58123740,23989136,26998277,63029552,71188327,44420327,49107371,18609225,22080956,79.3,83.6,80.1,84.5,77.6,81.8,7056,8265,50543,54191,57599,62456,63611195,72306954,3009318,2845619,1194537,1201441,1053006,1065138,519835331,557010260,844003,865982,204507,207277,2316.9,2287.3,46.6,46.3,97.2,240055,249394,118.6,2.1,118.5,1.4,118.3,1.8,102.8872685530104,109.9395814352539,1.45,1.2261,1.1085,0.8879,1.4347,1.1954,1.0998,0.9263,1.2198,0.9377,1.298
SATD201312,12/01/2013,83373980,84862662,57751895,58019302,25622085,26843360,70372528,70494617,49132874,48358154,21239654,22136463,84.4,83.1,85.1,83.3,82.9,82.5,8159,8289,54333,54035,62492,62324,70967040,70580591,3068925,2920434,1150066,1180510,1009960,1050277,604977613,562296833,818916,856412,205962,201701,2920.8,2307,44.9,46,95.7,241237,245957,117.3,-1.1,116.2,-1.9,116.7,-1.4,103.1089485807439,108.9603890104427,1.45,1.1968,1.1377,0.8725,1.4147,1.2068,1.0876,0.9014,1.2303,0.931,1.2772
SATD201401,01/01/2014,79779042,84237005,54016100,57219767,25762942,27017239,64075229,70906062,43564252,48729212,20510977,22176850,80.3,84.2,80.7,85.2,79.6,82.1,7854,8308,47957,53793,55811,62100,64743622,71688293,2720657,2886574,1166410,1185200,1039222,1036175,466418567,558694352,813761,844117,206621,207989,3204.1,2340.6,44.5,46.9,92.9,226413,246531,115.7,-1.4,116.8,0.6,115.8,-0.8,102.7143827853202,108.8556744621694,1.46,1.2156,1.1245,0.8759,1.3957,1.1991,1.072,0.9295,1.2482,0.9494,1.2402
SATD201402,02/01/2014,72508207,84061634,49369958,56874878,23138249,27186756,57888205,71228009,40543416,48888615,17344789,22339394,79.8,84.7,82.1,86,75,82.2,6928,8338,45513,54483,52441,62821,58474896,71970783,2425044,2842413,1065052,1181870,962791,1069980,424362057,550686315,793909,862318,202517,226963,2741.2,2313.3,41.6,46.2,95.3,213949,249499,117.7,1.7,117.9,0.9,117.5,1.5,103.4922146527892,110.3203413565286,1.44,1.2204,1.1073,0.8735,1.4412,1.1819,1.0951,1.0143,1.2336,0.9356,1.2729
SATD201403,03/01/2014,88159265,86448835,60675512,58861303,27483753,27587532,73637965,72306979,51862090,49920371,21775875,22386608,83.5,83.6,85.5,84.8,79.2,81.1,8682,8362,57762,56130,66444,64492,74237229,72577454,3042193,2905202,1244990,1235060,1103573,1107202,542911331,555590767,895034,876043,220610,217985,2557.9,2283.3,50.8,50.7,96.2,253424,251120,119.7,1.7,119.2,1.1,119.2,1.5,104.5157641413605,109.9660942676891,1.43,1.2307,1.1317,0.9128,1.4913,1.1924,1.1125,0.9742,1.2176,1.0255,1.2844
SATD201404,04/01/2014,84811525,85561923,57998679,58282410,26812846,27279513,70715384,71579387,49245759,49295463,21469625,22283924,83.4,83.7,84.9,84.6,80.1,81.7,8237,8394,55248,55058,63485,63453,71278694,72412763,2924333,2930172,1233731,1256371,1095022,1115327,545773080,552096359,902652,876765,216054,218158,1961.7,2191.3,50.4,51.3,96.8,256736,251959,120.2,0.4,119,-0.1,119.5,0.3,104.6018474885527,110.0928657101731,1.41,1.2279,1.1414,0.9285,1.5023,1.1849,1.1135,0.975,1.1685,1.0383,1.2927
SATD201405,05/01/2014,88468426,85709130,59709980,58265720,28758446,27443410,75191291,71826472,51524033,49363603,23667258,22462869,85,83.8,86.3,84.7,82.3,81.9,8621,8388,57889,55183,66510,63572,75712694,72425621,3022743,3026791,1275032,1265792,1128705,1099676,581325298,557821023,905589,885613,222373,215190,1810.2,2187.8,51.8,51,97.3,266237,252289,120.7,0.4,119.4,0.3,120,0.4,105.0249707666965,109.9977314290823,1.42,1.2281,1.1791,0.9355,1.4812,1.1972,1.1247,0.9617,1.1667,1.0316,1.2985
SATD201406,06/01/2014,91975247,86190402,61760135,58487577,30215112,27702825,79468784,71652638,53979800,49309994,25488984,22342643,86.4,83.1,87.4,84.3,84.4,80.7,9337,8325,59262,55147,68599,63473,80063355,72107078,2932966,2953295,1220314,1232684,1111197,1103390,624637290,556750363,856076,869204,216312,213772,1745.4,2112.9,49.9,49.8,97,263459,252054,119.4,-1.1,118.4,-0.9,118.8,-1,105.3723858982047,110.0371664823682,1.42,1.2227,1.1505,0.911,1.4862,1.1949,1.1039,0.9554,1.1268,1.0085,1.2952
SATD201407,07/01/2014,96520210,86377260,64773495,58781204,31746715,27596056,83675271,71684170,56874432,49683759,26800839,22000410,86.7,83,87.8,84.5,84.4,79.7,10130,8309,61759,55537,71889,63846,84404540,72372254,3081705,3067697,1271665,1252159,1112298,1103322,672539892,562582237,867737,878408,220313,215326,1881,2075.5,50.3,49.8,97.4,270053,252111,120.1,0.6,119.1,0.6,119.5,0.6,105.5963258706139,110.668350131854,1.43,1.2272,1.195,0.9254,1.4861,1.2074,1.1155,0.9623,1.1068,1.0081,1.3001
SATD201408,08/01/2014,93962667,86278210,62868360,58767069,31094307,27511141,81231837,71911487,54640576,49652234,26591261,22259253,86.5,83.3,86.9,84.5,85.5,80.9,9769,8349,59762,55246,69531,63595,81957560,72435470,2965888,3007602,1300904,1224151,1153989,1092731,649665562,571566793,869105,881006,221402,216450,1933.1,2135.2,51,48.3,98.5,268831,252472,120.3,0.2,119.3,0.2,119.7,0.2,105.428679065581,110.5230865457387,1.42,1.2283,1.1716,0.9047,1.4719,1.2267,1.1188,0.9673,1.1387,0.9785,1.3146
SATD201409,09/01/2014,83490060,86610392,56458516,59163193,27031544,27447199,68392098,72219389,46336551,49928235,22055547,22291154,81.9,83.4,82.1,84.4,81.6,81.2,7462,8303,52530,55355,59992,63658,69028870,72791837,2897972,2921450,1240412,1220042,1124487,1103968,540029397,570049809,913032,879587,222014,221964,1809.3,2193.5,52.9,52.2,99,247688,253485,121.5,1,119.6,0.3,120.6,0.7,105.7466121915473,109.8455611387191,1.43,1.2343,1.138,0.9017,1.487,1.2234,1.117,0.992,1.1698,1.0575,1.322
SATD201410,10/01/2014,86100071,87101449,59584333,59699776,26515738,27401673,71270226,71909434,50112977,49917716,21157249,21991718,82.8,82.6,84.1,83.6,79.8,80.3,7408,8153,57084,55125,64492,63278,71887841,72561476,3201548,2991327,1297347,1234572,1189244,1114333,554539946,567171998,968582,872845,222427,219940,1912.8,2224.7,56.1,52.2,99.4,265144,254117,122.2,0.6,119.1,-0.5,120.9,0.3,105.7665407945966,108.7382604899565,1.43,1.2304,1.1653,0.9124,1.501,1.2173,1.1085,0.9829,1.1864,1.0569,1.3267
SATD201411,11/01/2014,81651877,87544564,56949532,59681778,24702345,27862785,65178503,72475169,46352175,50191681,18826328,22283488,79.8,82.8,81.4,84.1,76.2,80,7160,8364,52578,55948,59738,64311,65654285,73144537,3150257,3018738,1213830,1220491,1079245,1097451,546544981,559276500,823350,863088,221566,226036,2357.5,2327,51.2,50.8,100,241451,253099,122.8,0.5,119.3,0.2,121.4,0.4,106.4205893286926,106.7907926889839,1.43,1.2403,1.1759,0.902,1.4782,1.2003,1.0961,1.0102,1.241,1.0273,1.3347
SATD201412,12/01/2014,86849506,88403245,60270590,60581629,26578916,27821616,71781111,73240221,50303173,50676142,21477938,22564079,82.6,82.8,83.5,83.6,80.8,81.1,8291,8367,55487,55893,63778,64260,72233639,73501576,3241011,3021758,1253206,1283382,1037942,1105315,587913029,570979552,845922,867203,233711,229849,2679.2,2111.3,51.2,52.5,99.6,252271,255291,122.8,0,119.9,0.5,121.6,0.2,106.4383607118242,106.3059866101695,1.45,1.2463,1.1771,0.9485,1.4888,1.2254,1.1013,1.0272,1.1259,1.0626,1.3294
SATD201501,01/01/2015,83421189,88266683,56980252,60456014,26440937,27810670,65975447,73152196,45137553,50674298,20837894,22477898,79.1,82.9,79.2,83.8,78.8,80.8,8056,8449,49728,56349,57784,64798,66538436,73770271,2842181,3030572,1235797,1257643,1050699,1044223,458200128,554549846,799097,848996,232949,233765,3115,2282.8,48.4,51,99,233498,254967,122.3,-0.4,119.3,-0.4,121.1,-0.4,105.5931414031164,103.2547829110137,1.45,1.2509,1.1806,0.9295,1.4065,1.1902,1.0782,1.0447,1.2174,1.0318,1.3211
SATD201502,02/01/2015,74547659,86700724,51251151,59126782,23296508,27573942,59784666,73543188,42248126,50937998,17536540,22605190,80.2,84.8,82.4,86.2,75.3,82,6995,8437,47165,56457,54160,64894,60331344,74256356,2750727,3242844,1057411,1172486,896513,991032,430056703,560873665,760796,829316,212246,237169,2925.2,2487,42,46.6,98.5,217220,254414,121.6,-0.6,119.1,-0.2,120.5,-0.5,104.919575165003,103.561128663941,1.46,1.2591,1.2632,0.8665,1.3349,1.2037,1.0532,1.0599,1.3263,0.9443,1.3147
SATD201503,03/01/2015,90323907,88587056,62860127,60801846,27463780,27785210,75751609,74276740,53924946,51668711,21826663,22608029,83.9,83.8,85.8,85,79.5,81.4,8643,8392,59557,57345,68200,65737,76271051,74664074,3140177,3003786,1200811,1196496,1162736,1173800,556689651,560216916,888881,855762,247881,244431,2591.3,2306.9,41,40.9,101.2,258017,255735,122.6,0.8,120.6,1.3,121.7,1,104.5603466863264,104.5755230007249,1.44,1.266,1.1701,0.8843,1.5811,1.2023,1.0868,1.0924,1.2302,0.8275,1.351
SATD201504,04/01/2015,88617951,89370803,61116542,61437667,27501409,27933136,73090871,73808221,51883047,51822062,21207824,21986160,82.5,82.6,84.9,84.3,77.1,78.7,8221,8286,57698,57449,65919,65734,73607258,74525560,3047440,3056959,1168766,1194257,1150663,1173929,541203782,559209293,882809,856970,242574,243162,2007.9,2259.4,46.3,47,98.5,262817,257796,121.6,-0.9,120.5,-0.1,121,-0.6,103.9836498949937,104.2357577111147,1.45,1.2637,1.1908,0.8826,1.5812,1.2002,1.0883,1.0867,1.2049,0.952,1.3156
SATD201505,05/01/2015,92777625,89680408,63393900,61799046,29383725,27881362,78002935,74409166,54255249,51954337,23747686,22454828,84.1,83,85.6,84.1,80.8,80.5,8673,8436,60252,57451,68925,65887,78502373,74999572,2975003,2995142,1157518,1150595,1172676,1146418,539871332,519043031,852602,846274,255162,247206,1858.2,2244.9,49.6,48.6,99.4,270839,257531,121.7,0.1,120.5,0,121,0,103.5131705034184,103.6451230994709,1.44,1.2717,1.1668,0.8503,1.5442,1.114,1.0747,1.1048,1.1971,0.9836,1.3274
SATD201506,06/01/2015,95699034,89534470,65232975,61664717,30466059,27869753,82695216,74663976,56994808,52152141,25700408,22511834,86.4,83.4,87.4,84.6,84.4,80.8,9456,8466,61811,57488,71267,65954,83253406,75299934,2954345,2958424,1118067,1127004,1152698,1138686,620954019,551448124,859398,854453,249521,248191,1899.9,2293.3,47.4,47.4,99.4,270574,258177,121.3,-0.3,121.3,0.6,121.1,0,103.196059175516,104.2379856802269,1.45,1.2768,1.1525,0.8329,1.5338,1.1835,1.0851,1.1092,1.223,0.9597,1.3276
SATD201507,07/01/2015,100991322,90325385,68556581,62235742,32434741,28089644,88263768,75265003,60430846,52574270,27832922,22690732,87.4,83.3,88.1,84.5,85.8,80.8,10503,8519,65130,57797,75633,66316,88951664,76042205,3002075,2984743,1189421,1163880,1151384,1143847,680358542,562378232,871144,879241,256884,251876,2067.7,2274,47.8,47.4,100.2,278372,258012,122.4,0.9,123.1,1.6,122.4,1.1,103.8437387746169,103.8498734608819,1.44,1.2894,1.1627,0.8602,1.5407,1.207,1.1166,1.1256,1.2127,0.9585,1.3379
SATD201508,08/01/2015,98605906,90563527,66731034,62402366,31874872,28161161,85234949,76226741,57819224,53140660,27415725,23086081,86.4,84.2,86.6,85.2,86,82,10092,8652,62774,58951,72866,67603,85855967,76725155,2889286,2928645,1240609,1161376,1199140,1135989,627586111,552521915,821732,839229,258154,253183,2052.7,2259.5,51.5,48.9,100.9,272209,259020,122.9,0.4,122.2,-0.8,122.4,0,103.6662303928173,102.6781845047768,1.45,1.301,1.1409,0.8583,1.5301,1.1858,1.0658,1.1315,1.2049,0.9893,1.3473
SATD201509,09/01/2015,87311778,90648444,59511989,62476002,27799789,28172441,72483190,76663824,49857958,53770406,22625232,22893418,83,84.6,83.8,86.1,81.4,81.3,7752,8706,55990,59023,63742,67728,73017733,77049568,3004570,3013240,1173643,1154192,1132525,1122315,519017227,546145084,878302,845172,250022,251777,1901.3,2290.2,49.6,48.8,100.9,255090,258671,123,0.1,122.8,0.5,122.7,0.2,103.3750057039273,102.1145083193906,1.47,1.3065,1.1738,0.853,1.5117,1.1721,1.0733,1.1252,1.2213,0.987,1.347
SATD201510,10/01/2015,89525077,90672496,62551351,62878983,26973726,27793514,76094668,76776562,54074371,53948890,22020297,22827672,85,84.7,86.4,85.8,81.6,82.1,7841,8626,60892,59345,68733,67971,76678108,77228864,3207280,3009745,1211216,1150083,1175422,1097115,523223360,536796490,934104,853321,257696,254491,1987.3,2304.8,50.5,46.9,100.7,268469,257672,122.6,-0.4,123.3,0.4,122.6,-0.1,102.8853167826087,101.291050935522,1.48,1.3095,1.1724,0.85,1.4778,1.1521,1.0837,1.1373,1.2291,0.9502,1.3446
SATD201511,11/01/2015,84942542,91121057,60467129,63246596,24475413,27874461,70030247,76291280,50913043,53620341,19117204,22670940,82.4,83.7,84.2,84.8,78.1,81.3,7439,8632,57151,58802,64590,67434,70460064,76501594,3105218,2979860,1087300,1096535,1068181,1087894,538968201,545377999,829114,850990,244070,249383,2249.1,2220.4,48.2,47.6,99.6,248843,260006,120.6,-1.6,122.4,-0.7,121,-1.3,102.1460066993843,100.7913174636559,1.48,1.2972,1.1608,0.8104,1.4653,1.1705,1.0807,1.1145,1.1841,0.9626,1.3302
SATD201512,12/01/2015,90268214,91625312,63241200,63415026,27027014,28210286,74827186,77211162,53118963,54374983,21708223,22836179,82.9,84.3,84,85.7,80.3,80.9,8532,8660,57870,59519,66402,68179,75327877,77696645,3276384,3023950,1047932,1077545,1017095,1071156,561992627,544354149,831489,853210,251164,246774,2588.2,2037.1,44.1,45.4,101.2,259424,261788,120.3,-0.3,123.8,1.2,121.3,0.2,101.6431690090435,98.80753376615444,1.48,1.3175,1.178,0.7964,1.4428,1.1683,1.0835,1.1028,1.0863,0.918,1.3509
SATD201601,01/01/2016,86324710,91416081,59672180,63326709,26652530,28089372,69265865,76856986,48074919,54028668,21190946,22828318,80.2,84.1,80.6,85.3,79.5,81.3,8334,8694,52474,59456,60808,68149,69778658,77325948,2815647,3020019,1026594,1049012,1099304,1105606,443214812,542228639,776491,842764,253507,253171,3091.7,2277,39.8,42.3,102.5,239679,262611,121.9,1.3,123,-0.7,122,0.6,102.148574818334,98.80797935997688,1.5,1.3112,1.1764,0.7753,1.4892,1.1637,1.0703,1.1314,1.2143,0.8571,1.3686
SATD201602,02/01/2016,81955424,92179020,57466886,64040678,24488538,28138343,64559135,76869216,46460173,54221120,18098962,22648096,78.8,83.4,80.8,84.7,73.9,80.5,7386,8600,51111,59099,58497,67699,65026219,77724430,2558377,2927141,980482,1040030,1055081,1117181,425393477,550930382,812993,842606,235963,251992,2652.3,2211.1,42.9,47.6,102.1,223011,261752,121.7,-0.1,123.5,0.4,122,0,101.6186177918848,98.24185240856728,1.49,1.3179,1.1403,0.7686,1.5048,1.1824,1.0701,1.1262,1.1791,0.9628,1.3637
SATD201603,03/01/2016,94156648,92467815,66469562,64289501,27687086,28178314,78684812,75880546,56704006,53596161,21980806,22284386,83.6,82.1,85.3,83.4,79.4,79.1,8962,8538,61593,58776,70555,67314,79121758,76590980,3083370,2992017,1024640,1022876,1070300,1089403,555131660,549056193,887997,842576,256477,252670,2356.3,2093.8,44.2,44.4,101.8,265147,262392,120.4,-1.1,122.2,-1,120.7,-1.1,100.8382178054661,98.61882478235124,1.51,1.2987,1.1655,0.756,1.4674,1.1784,1.07,1.1292,1.1166,0.899,1.3589
SATD201604,04/01/2016,91606913,92502618,63775639,64324539,27831274,28178079,75127770,76961543,53623642,54261666,21504128,22699877,82,83.2,84.1,84.4,77.3,80.6,8342,8594,58894,59145,67236,67738,75617434,77591027,3046837,3030795,977244,1002886,1069242,1079291,512433020,545296639,851600,837269,257720,258073,2083.8,2366.4,45.1,45.6,103.2,269653,264735,122.7,2,123.1,0.7,122.6,1.5,101.1607735455418,99.4650074511642,1.5,1.3157,1.1806,0.7412,1.4538,1.1703,1.0633,1.1533,1.262,0.9239,1.3774
SATD201605,05/01/2016,96381341,92890129,66545378,64604349,29835963,28285780,80784690,77339172,57131553,54762785,23653137,22576386,83.8,83.3,85.9,84.8,79.3,79.8,8763,8558,62752,59888,71515,68446,81226986,77851110,2978308,2978330,1023908,1017205,1116623,1093543,571922265,552010921,860331,839825,264596,255924,1965.8,2377.3,46.4,45.4,102,277972,264565,121.9,-0.6,123.5,0.3,122.2,-0.3,100.9321082342652,99.13214886580177,1.5,1.3201,1.1602,0.7518,1.473,1.1847,1.0666,1.1437,1.2677,0.918,1.3618
SATD201606,06/01/2016,99866149,93301858,68799372,64991067,31066777,28310791,86518457,77826622,60278335,55016938,26240122,22809684,86.6,83.4,87.6,84.7,84.5,80.6,9744,8645,64757,60207,74501,68852,87042101,78359604,3050262,3052567,1040635,1046953,1089176,1086443,624827889,554586965,847883,841622,261461,261137,2000.7,2411.3,44.9,44.8,102.2,276991,264364,122.8,0.7,124.1,0.5,123,0.6,101.4216944308259,99.4828312040618,1.49,1.3287,1.1891,0.7737,1.4634,1.1902,1.0688,1.167,1.2859,0.9073,1.3644
SATD201607,07/01/2016,104401229,93457559,71524272,65169236,32876957,28288324,90628483,77325075,62349264,54488767,28279219,22836308,86.8,82.7,87.2,83.6,86,80.7,10751,8694,66136,59343,76887,68037,91256833,77850682,3031681,3045919,1103771,1077238,1083705,1073709,681258622,565208920,789366,828807,270082,265010,2186.6,2387.3,47,46.5,104.8,285160,265645,125.2,1.9,123.1,-0.9,124.2,1,101.5384924806558,99.11343392525929,1.49,1.3201,1.1865,0.7961,1.4462,1.213,1.0526,1.1843,1.2731,0.9409,1.3997
SATD201608,08/01/2016,101837319,93573958,69971945,65262112,31865374,28311847,86136355,77273774,59282193,54512157,26854162,22761617,84.6,82.6,84.7,83.5,84.3,80.4,9950,8661,63500,58978,73450,67638,86708521,77732014,3089859,3088274,1158331,1077720,1143038,1082532,622399656,544130432,844858,831489,273449,268566,2208.4,2416.9,49.4,46.8,101.4,279213,264145,123.2,-1.6,123,-0.1,122.8,-1.1,101.4331996037203,99.2112417692848,1.49,1.3181,1.203,0.7965,1.4581,1.1678,1.056,1.2002,1.2889,0.9474,1.3542
SATD201609,09/01/2016,90445645,93766124,62507832,65501764,27937813,28264360,75323792,79324703,52660648,56417187,22663144,22907516,83.3,84.6,84.2,86.1,81.1,81,7857,8704,58620,60932,66477,69636,75735172,79468217,3144378,3138749,1111960,1095316,1083419,1073956,529746419,547833495,864480,830962,251894,255857,1947.8,2332,47.5,46.7,100.2,262039,263573,121.9,-1.1,124.9,1.6,122.7,-0.2,101.3433154404827,99.85311967050916,1.49,1.3475,1.2227,0.8095,1.4466,1.1758,1.0553,1.1434,1.2436,0.9447,1.3379
SATD201610,10/01/2016,92169699,93370303,64769650,65266227,27400049,28104076,77274227,78450618,55320061,55594951,21954166,22855667,83.8,84,85.4,85.2,80.1,81.3,7830,8654,61709,60942,69539,69596,77790770,78621131,3363915,3173024,1149315,1091225,1159050,1089020,515715563,530908267,869232,806567,271800,268253,1925.2,2219.3,49.9,46.8,101.6,275610,266664,122.9,0.8,122.9,-1.6,122.6,-0.1,101.413681899703,99.5097896303194,1.49,1.3331,1.236,0.8065,1.4669,1.1394,1.0243,1.1988,1.1835,0.9466,1.357
SATD201611,11/01/2016,86896657,93398541,62885803,65837991,24010854,27560550,72215277,78420857,53280611,55932198,18934666,22488659,83.1,84,84.7,85,78.9,81.6,7322,8631,59269,60958,66591,69589,72625059,79015067,3397216,3230493,1091621,1103834,1087895,1107234,541014515,543516749,820245,824490,257922,263084,2159.4,2126.6,46.1,45.3,102.4,255154,265314,123,0.1,124.1,1,123.1,0.4,101.0239441679046,99.3291013353201,1.5,1.3398,1.2584,0.8158,1.4914,1.1665,1.0471,1.1757,1.1341,0.9164,1.3668
SATD201612,12/01/2016,92983411,94406695,65698076,66077952,27285335,28328743,76957615,79129996,54812269,56037235,22145346,23092761,82.8,83.8,83.4,84.8,81.2,81.5,8805,8868,59178,60870,67983,69738,77310983,79441477,3455965,3218355,1056960,1084273,1098445,1130504,562539179,545305456,787875,823669,270123,264644,2866.3,2261.4,44.9,46.1,103.2,264778,267135,124.3,1,124.6,0.4,124.1,0.8,101.7392166577602,101.9627836228499,1.48,1.3471,1.2537,0.8013,1.5227,1.1703,1.046,1.1827,1.206,0.9324,1.3784
